username,content,sentiment
Putrirawks,"@alfilafilia @ihsanm0123 @prastow @bangunnagoro Mana ada yang ngalahin tukin Kemenkeu sih haduh kalo DL nutup dan bisa ngalahin tukin situ, protesnya gak bakal semasif ini. Masih aja tutup mata dan bisa-bisanya berdalih ini-itu. Mending diem aja gak si kalo udah nelen tukin gede? Takut beneran disamaratakan, ya? 🤪",Negatif
BaharrudinPrb12,@mohmahfudmd Data udah clear. Tinggal penegakan hukum. Harus bu SMI tidak defensif tapi proaktif. Audit semua pegawai kemenkeu pusat sampe daerah. PTDH semua yg terlibat TPPU dan Tipikor. Ganti dengan pegawai baru. Dari pada kepercayaan publik turun. Penerimaan pajak kurang. Ekonomi melambat,Positif
SHIMABDE,"@CNNIndonesia Rada laen jg pihak korban pake embel2 ormas dan ketuanya turun yg juga merupakan menteri, si RAT ini juga nyeret Kemenkeu, kemudian turun juga Menkopolhukam bantu congkel borok kemenkeu, dimasukin lah ke DPR, Bin pun disebut, mantan kepapa BIN Hendro turun jg, perang orangdalam",Negatif
FebyPurnama,"Kemenkeu sekarang one day one news.

Marilah one day one juz di Bulan Ramadhan ini, warga...",Positif
bachrum_achmadi,"Mahasiswa/wi yg diterima di STAN itu adalah anak2 yg cerdas.

Tp knp bgitu selesai kuliah di STAN, byk diantara mrk yg menjelma menjd manusia serakah &amp; tamak.

Apakah krn lingkungan dibwh Kemenkeu itu terlalu kuat godaan iblisnya? 🤔🤔",Positif
raja1dk,@NgkongRoses Tiap semua kementerian bahkan ada kementerin penghasil PNBP tapi tukin jauh dari kemenkeu...mestinya semua tukin d samakan aja d semua K/L,Positif
regulusmoatman,"@idextratime Gua sempet bingung ngapain tiba tiba bawa isu Israel, padahal isu basi. Ngapain juga Koster yang base pendukungnya nonmus bawa bawa isu Israel. Tapi sekarang ngeh, dengan orang ribut masalah pildun jadi pada ga merhatiin kasus korupsi DPR dan Kemenkeu yang lagi diungkap Mahfud MD",Positif
nicolesyahp,@liputan6dotcom Apa urusannya menghentikan kasus Kemenkeu….????,Positif
DhordyKiran,@Dennysiregar7 dari kasus ttpu di Kemenkeu boleh kita curiga uang yg 349 T tsb semestinya masuk ke kas negara !??,Positif
WTSibero,"@prastow Rakyat itu cenderung patuh... tapi kejadian ahir-ahir ini terasa menyesakkan... seolah Kemenkeu selama ini tidak melakukan tindakan apapun...
Kalau sudah viral begini tetap juga tidak ada perubahan... saya nggak tahu nanti ujungnya seperti apa!",Positif
notmuchbunch,"@madHink @PNS_Ababil bil ini tukin gede aja masih kegoda loh, apa manfaat buat negara ngasih tukin sultan ke kemenkeu? Kalo ujung2nya sama aja🤣",Negatif
gustikajusup,@Paltiwest Masih aja si tolol ini belain kemenkeu. Kan bagus biar gak ada yg ditutup2i sama kemenkeu,Positif
Hashas_TM81,"@islah_bahrawi Lg jualan ya pak

Utk pengalihan Isue?
Yg sedang mengancam negri ini adalah kepemimpinan yg lemah, shg dimanfaatkan orang sekitar dan oligarkhi.
Bansos
Kemenkeu
Bea Cukai
Esdm
Lalu kekayaan pejabat dan pegawai di lingkaran kekuasaan yg melejit
Ini bukti negri ini digerogoti",Negatif
stvnsmbrng,"@gahana5150 @mfatahilahakbar Kemenkeu ini dari STAN gasih banyakan orang orangnya? Padahal yg kutau banyak ke STAN karena niat mulia mau membantu keluarga, hmmm",Positif
Tarajeyjey,"@roy_pasha Halo @KemenkeuRI pegawainya asal jeplak lagi nih.
Udah berasa paling oke, banyak kok yg tau kalau datang/pulang di luar wktu kena potong. Kan aturan umum ASN, yg beda tuh insentif yang hanya diterima ASN kemenkeu. Tolonglah udah dikasih uang lebih banyak jgn asal jeplak.",Positif
GorenganPisang6,"@cocor_bangor2 @jokowi @mohmahfudmd @LaNyallaMM1 @2000Ikan @choymarkochoy @Aby_zaky_ @6ang_Razin @8an6__S41D @dhemith_01 Masih jauhlah dia jadi cawapres apalagi capres gegara dia bongkar di kemenkeu!
Cari rekam jejak sejak dia awal jadi menterilah jgn diakhir2 injury time kyk gini krn dia tau ga akan jd menteri lg atau jg cari selamat sendiri atau nyari popularits biar jd alternatif capres? 👎",Negatif
juhaiman15,@Tan_Mar3M Di kemenkeu puluhan pejabatnya  bermain  uang   kok  ngga langsung dipecat  ???  giliran pegawai rendahan main pecat ....,Negatif
akbardmbxiv,@Bambangelf @jokowi @KemenkeuRI @DitjenPajakRI @beacukaiRI Bukan cuma Kemenkeu semua lembaga pemerintah harus berbenah,Positif
BrotoSeno_joyo,"@AdhieMassardi Banyak yg sdh menuntut proses ketidakbecusan kerja di kemenkeu. Tp seolah batu. Msh kokoh.
Akankah digerus dg tetesan air? Shg berkeping2 ?",Negatif
m4sf13,"@yaniarsim @CGK_AP2 @kemenkeu TERLALU BEGO kalau memecat pekerja yang hanya bersikap merendah !!!

Kalau memecat karena kriminal atau menyalahi Kode Etik, barangkali bisa diterima. 

Kalau hanya Remeh TEMEH kayak gitu, tindakan dianggap TERLALU BODOH",Negatif
TetiDominicus,"@Paltiwest @adrianatrisari @mohmahfudmd Bukankah Pak Mahfud sudah koordinasi dengan persuratan ke Kemenkeu dari 2017 (atau sebelumnya), namun krn ada indikasi ditutup2i yang sampai Menkeu pun selisih info dengan Pak Mahfud, makanya jadi ramai? Dan krn ""gaduh"" ini, rakyat ikut aktif mengawasi dan menekan (cont)",Positif
fayelrond,"@PNS_Ababil penasaran aja, profiling risiko kemenkeu emang bagus, itupun masih kecolongan. Gimana KL lain ya ?",Positif
ho_jend,"@BayNugraxx @MCAOps 3,7 juta pun juga DUIT. Kalo kasus kemenkeu di urus smpe selesai. Tersangka harus di tangkap. Tp ini 3,7 T juga DUIT YG SANGAT FANTASTIS. Dan menguap sia2. Demi apa? Mending kalo memang ada sebab yg baik, ini menguap demi APA?",Negatif
mesincuciuang,"@PartaiSocmed Gas lah, Kemenkeu melempem padahal perbuatan udah jelas. Biar publik yg hakimj",Negatif
Mudjibur_Rohman,@msaid_didu @prastow Jubir kemenkeu gak paham laah kalo soal TPPU.,Positif
woqie2,"@itsamareguzel Pegawai pajak/kemenkeu dimanjain,giliran honorer ditendang!!!",Negatif
ajigees,@Paltiwest Cara penyampaian data antara seorang ekonom/ akuntan dengan politikus/ ahli hukum mungkin berbeda. Jadinya orang awam bisa bingung. Memang lebih baik penjelasannya secara bersama -sama. Lagipula yg tahu detail permasalahannya adalah Kemenkeu.,Positif
dra_bandits,"@ichalaz @msaid_didu @prastow Malu mereun geus kenceng salah deui , asa bersih eta kemenkeu",Negatif
Separuh_Djiwa,"@sangdatuk08 @hc_poirot @kemenkeu Klo kemenkeu terima tukin THR hanya 50% maka terimanya msh gede dibandingkan dgn dorang yg didaerah, sdh tukin kecil, dipotong 50% lg, di syukuri sj ya bosss,. Insya allah berkah",Negatif
nagahitamjantan,@islah_bahrawi Transaksi 349 T di kemenkeu itu radikal ngga...?,Positif
harisN0,@Mild55577075 @ken_aryadharma @prastow @KemenkeuRI @mohmahfudmd org bermasalahnya kan di dalam kemenkeu,Positif
corazonltmymken,@binardubu Itu nar maksudnya anak buahnya kan lg kesorot bgt pejabat2 kemenkeu setelah kasus rafael alun itu jd pd ketauan bnyak yg korupss,Positif
trustfall21,"@amirsyahoke @RyaWiedy kalem berrow... jgn terlalu birahi dengan hal di luar substansi, poin pentingnya tdk ada perbedaan data antara kemenkeu dan mengko.. utamakan yang penting yaitu sabar dan toleran, sabar ya 😊",Positif
sikodoksakit,@aylin_basyasya Dukung usut tuntang raibnya dana 349T kemenkeu SriMulyani 🙉,Positif
AchmadSoebagio,@logikapolitikid nunggu komen jeng sri yg sdh kasih remun sultan utk pegawe kemenkeu ternyata masih terima gratifikasi,Negatif
FEBRIANADK,"@logikapolitikid Matanya gk bs bo'ong... Siapapun perempuan yg bikin begini, entsh ibu atau istri yg menuntut harta krn ""pegawai/pejabat kemenkeu kok gk berharta"" semoga 🐀 kuat jalaninya",Negatif
CakNur971,@eyang_kidal Tidak semua ASN dapat tukin &amp; tdk semua ASN yg dapat tukin jumlahnya besar spt yg di Kemenkeu dan penegak hukum,Positif
tsutazky,Buzzer buzzer Kemenkeu ini napa ga pada tumbang dah.,Negatif
YanHarahap,"Desakan seperti ini, membuat kasus ini makin ‘mencurigakan’. DPR harus makin getol membongkar kasus ini agar terang benderang. Rakyat berhak tahu transaksi mencurigakan di Kemenkeu ini
—
Mantan Kepala BIN Hendropriyono Minta DPR Hentikan Polemik Transaksi Mencurigakan Kemenkeu…",Positif
gudangfactos,@DonaldJTrey @roy_pasha @ariesadhar Ooo. Ternyata Kemenkeu yang nolak ya.,Positif
GarisGiras,"@Android_AK_47 Pertahanan yg baik dg menyerang.

Dan dipraktekkan para pemegang kekuasaan wk2land.

Radikalisme mulai masuki kemenkeu, kt pejabat. Ternyata, transaksi mencurigakan beratus trilyun sdg menggejala, msl.

Dan istri seorang bupati meledak2, ternyata sdg tutupi korupsi yg dijalani.",Negatif
mikonamanya,"@msaid_didu @prastow list hari ini.....

serang jajaran kemenkeu",Negatif
gardapedia_tv,@kumparan 1000 orang pegawai ASN Kemenkeu dipecat massal biar bersih dari penghianat negara,Positif
tukangnya_ra,"@PNS_Ababil Ini pada dapet info insentif tahunan kemenkeu dari mana sih? Temen aye di kemenkeu sambat muluk. Bukan orang pajak atau beceh sih. Sampe bosen ngedengerinnya. 🫠

Kalo tau, tag aye yak.. biar aye kasih tau itu anak.",Positif
Achmad_djailany,@msaid_didu @prastow Wah radikal banget tuh oknum kemenkeu...,Negatif
Putrirawks,"@alfilafilia @ihsanm0123 @prastow @bangunnagoro Gak ada DL tapi tukin Kemenkeu? Ya mau banget lah, diem doang di kantor dapetnya berdigit-digit. 😄",Negatif
mu_afi,"@dsfrn Kemenkeu klo ke dalem plit abis mbak, bahkan untuk anggaran litigasi di daerah aja cekak banget",Negatif
hobikukluyuran,@narkosun__ Knp yg dipilih kemenkeu sih sm mafioso itu?,Negatif
AlimMaktour,"@rodky33 @__AnakKolong @mohmahfudmd Jadi citra Kemenkeu makan duit rakyat aja..... Hahaha pencitraan. Pendapatan negara itu dari hasil penjualan/ekspor gas dan non migas, ditambah pajak dan hutang LN. Lha klau Pemeritah mau hutang untuk nambah APBN harus persetujuan RAKYAT/DPR. Pemerintah gk boleh hutang seenaknya.",Negatif
kuda_lumpia,"@yaniarsim @KPK_RI Harusnya pemprov DKI tu diobok-obok,gaji + tukin mereka paling tinggi se Indonesia,kemenkeu  aja jauh bedanya,apalagi bagian pendapatan/bapenda dki staf golongan 3c aja teke home pay nya hampir 900juta,atau sama dengan eselon 2 di pajak kemenkeu",Negatif
ring1___,"@PartaiSocmed @mohmahfudmd Menyangkup Semua lembaga, dan akhirnya beneran INDONESIA AKAN BERSIH². Prof @mohmahfudmd saya yakin diluarsana masih banyak orang yg bisa dipercaya untuk mengisi instansi yg sifatnya strategis seperti kemenkeu, @DitjenPajakRI @beacukaiRI dll sdh saatnya kasus ini dibongkar!!",Positif
djoniecash2,"@geloraco Coba perhatikan.

Satu persatu orang jokowi runtuh.

Polisi, pajak, kemenkeu, ganjar.

Mereka jatih karena hal2 diluar nalar.

sebentar lagi menuju istana.",Positif
sapiterb4ng,"Keinginan Pa Pres dan kawan2 menjadi tuan rumah dhentikan bunda. hanya Bundalah yg mampu menghentikan keinginan/langkah pemerintah. Klo mau nyerang balik, tinggal Pa Pres dukung Menkopolhukam dan dukung nangkep2x in penjahat di kemenkeu niscaya kader bunda bnyak yg merugi",Positif
narkosun__,3. transaksi keuangan mencurigakan terkait kewenangan Kemenkeu sebagai penyidik Tindak Pidana Asal (TPA) dan Tindak Pidana Pencucian Uang (TPPU) yang belum diperoleh data keterlibatan pegawai Kemenkeu. Jumlahnya sekitar Rp260 triliun.,Positif
Susiloh,"@msaid_didu @mohmahfudmd Kasus Bank Cebtury Rp 6,76 T, Kasus Kemenkeu Rp 349 T,  berlipat 5.162% kok dianggap sepi. Dengan uang sebesar ini semua jembatan ""Indiana Jones"" bisa diganti dengan yg aman dan nyaman buat anak2 sekolah menyeberang sungai",Positif
bingoonez,"@prastow Banyak yg berlindung di balik Kemenkeu, sementara UU PAK blm juga jelas akan dibahas atau tidak.",Positif
TheDarKni9ht,@Zulkifli_ID Saya mendukung tukin pendidik setara kemenkeu. Tanpa ada rakyat pintar minim pajak yg bisa dibayarkan dong🤭,Positif
Makmur13745478,@geloraco Hanya untuk melihat waktu segitu mahalnya jam tangan darimana uangnya kalau bukan dari cara gampang.. pas lagi hangat transaksi janggal 349 triliun di kemenkeu..,Positif
Rizal1518640911,@cute_wardah @Migran_TV_7777 @KemenkeuRI @kring_pajak @DitjenPajakRI @pajakpmb @beacukaiRI @prastow @jokowi Take home pay pns kemenkeu baru lulus lebih besar dari itu,Positif
DonaldJTrey,"@roy_pasha @ariesadhar mana contohnya ada K/L mundur cantik?
sebutkan kementeriannya,

sini biar saya kasitau,
supaya ente peka dikit.

4 kementerian mengajukan kenaikan tukin tahun lalu, usulan dari Kemenpan-RB karena RBnya mereka tercapai.

TAPI DITOLAK, OLEH KEMENKEU.",Negatif
tukangnya_ra,"@FaizalPKaliman @roy_pasha @KemenkeuRI Maaf hanya nanya, info banjir bonus akhir tahun bisa diperoleh di mana ya? Kok sudah tahu? Karena info dari temen kemenkeu, akhir tahun 2022 nggak ada bonus apa2 walaupun targetnya tercapai. Ditjen tertentu aja kah?",Positif
bayourboy,"@ho_jend @MCAOps 3,7 T? gak ada artinya ler ama kasus 300 T di kemenkeu, kita ini cuma domba",Negatif
DonaldJTrey,"@roy_pasha @PNS_Ababil begini memang kelakuan orang2 kemenkeu, mau dari level bawah sampe atas ego sektoralnya tinggi sekali.
merasa mereka yang ngelola duit, ASN lain dianggap beban negara.

hal sesimple tukin berasa cuma mereka yang dipotong, ini contoh bhw mereka gatau dan gamau tau nasib ASN lain.",Negatif
Lyla138,"@roy_pasha Tp knapa ya, ga cuma satu dua pegawai kemenkeu yg arogan, sering bgt nemu/debat. Trakhir debat dgn pegawai kemenkeu yg protes katanya bonusnya ga dibayar full pdahal udah mencapai target. Helloow mencapai target itu kewajiban semua orang, bukan prestasi. Trus dia hapus tweetnya.",Negatif
MrTe9uh,"@__AnakKolong @mohmahfudmd @PolhukamRI Tidak usah pandang pak mahfud nya, tapi jika motifnya penindakan hukum bagi pelanggar TPPU di lingkungan kemenkeu, tetap layak di dukung. Rafael Alun adalah kunci!",Negatif
Rawit234234,"@democrazymedia @smindrawatii @KemenkeuRI Sekarang akhirnya terbongkar. Nah.. bau bangkai meskipun dipendam akhirnya akan tercium juga.
Fakta yg jelas adalah kepemimpinan kamu di Kemenkeu telah gagal total. 10 tahun memimpin tapu alih2 Kemenkeu jadi bersih malah korupsi makin marak dan masif.",Negatif
PuntenAmatoo,"@taufikbasari @prastow @mohmahfudmd Tapi yg saya perhatikan, yg membedakan 2 data ini adalah data pak mahfud adalah data ‘yang dikirim ke kemenkeu’, sedangkan data yg disampaikan sri mulyani adalah ‘data setelah diproses oleh kemenkeu’. Ya pasti klasifilasinya beda. Karena ada unsur verifikasi di sana yg udh jalan.",Positif
kingtiger11,@yaniarsim @CGK_AP2 @kemenkeu @GunRomli @muannas_alaidid masih ada suaranya?,Positif
PuntenAmatoo,"@taufikbasari @prastow @mohmahfudmd Kalau saya baca dan bandingkan, memang tabel versi kemenkeu yg paling bawah (total) ga bisa kita baca secara horozontal, karena ga informatif. Org jd bacanya 489 pegawai totalnya 349T. Tp kalau kita lihat struktur yg atas, sebenarnya bsa kita baca sih yg betul gimana.",Positif
rodky33,"@AlimMaktour @__AnakKolong @mohmahfudmd Ujungnya ya org malas bayar pajak dan jadi citra kemenkeu makan duit rakyat aja, terus klo apbn kurang dari pajak gmna bro ? Ya ngutang lagi, gegara mulut siapa ? Ya itu gegara mulut rewel dia",Negatif
Suga61166612,@alextham878 Masih banyak kemana larinya uang di Kemenkeu 349 T,Negatif
cocor_bangor2,"3. Mengungkap skandal transaksi mencurigakan 349 Triliun di Kemenkeu.

Pada poin ke 3 kalau penegakkan hukumnya berjalan secara tepat saya pastikan memilih anda sebagai presiden atau wakil presiden @mohmahfudmd.",Negatif
AlimMaktour,"@rodky33 @__AnakKolong @mohmahfudmd Tanpa heboh gini juga Kemenkeu pasti juga berbenah sejak kasus Rafael Pajak terungkap. Tp hikmahnya Jokowi jadi tahu, mana aja menterinya bekerja demi negara dan yg bekerja sambil ngejar centang Biru, ambisi, biar diendors jadi Cawapres. Dengan brand baru Tokoh Islam &amp; anti korup",Positif
eniwder13,"@CNNIndonesia Karena didahulukan dulu THR buat sobat kemenkeu paling yg cair 🙏🙏🙏🙏🙏🙏
H3hehehe",Negatif
AlimMaktour,"@rodky33 @__AnakKolong @mohmahfudmd Prof malah memilih seperti Rizal Ramli, yg bikin heboh menyerang SM. Klau RR kan emang susah ngomong bertiga dng SM &amp; Jokowi. Tp Prof yg ini kan satu korp sama2 pembantu Presiden. Klau udah bikin heboh begini, ujungnya apa..?! Gak ada..!! Paling2 pembenahan internal di Kemenkeu.",Negatif
indraelfarisi,"@geloraco Kadrun mulu yg disalahin, itu Mega korupsi di Kemenkeu 349 triliun ga ada yg nyebut kadrun?",Negatif
Adrian84304940,"@PartaiSocmed Coba di list organigram kemenkeu seperti apa.
Jangan2 geng alumni ini.",Positif
rmol_id,"Direktur Political and Public Policy Studies (P3S), Jerry Massie mengusulkan agar tuntas, maka seluruh pihak berwenang di Kemenkeu diperiksa KPK, termasuk Menteri Keuangan Sri Mulyani Indrawati. 

“Saya kira Sri Mulyani harus diperiksa,” ujar Jerry Massie, Sabtu (1/4).",Positif
GarethBJ4w4,@yaniarsim @CGK_AP2 @kemenkeu mampus... pecat saja pemuja qorun... 😆😆,Negatif
Moonlig83874166,@tvOneNews Yang 300an T korupsi di kemenkeu mah gak ada apa2nya....,Negatif
wongsolo36,@Jogja_Menyapa Terbiasa pakai dalil GALI LUBANG TUTUP LUBANG. KHAN KEMENKEU LAGI DI RUJAK SAMA MENKUMHAM,Negatif
IraSamsudin,"@geloraco Kalo gak spt sangkaan itu yah gak perlu emosi. Tinggal dibuktikan aja. Bongkar tuntas kasus janggal di kemenkeu. Lagipula sbnrnya netizen itu sdg menggunakan hak kritisnya sbg pemberi amanat. Lah, kalo bkn rakyat, siapa lagi yg berani sentil DPR saat DPR salah? 🙄",Positif
bingoonez,@FaGtng Tidak salah. Hanya harusnya langsung ke pokok masalah saja. Tidak perlu membuldoser Kemenkeu sebagai institusi. Gaduh yg tak perlu. Buat naikkan value menjelang 2024. Soal UU PAK juga baru disampaikan terakhir.,Positif
alin_raihani,@KangHabieb @msaid_didu @prastow basi lu..skrg fokus ke orang2 kemenkeu,Negatif
Ugi7498,"@mohmahfudmd Berarti Menkeu banyak bohong atau mau nutup2in kesalahan pajabat anakbuahnya. Saya dari awal sangsi, kok bisa temuan PPATK tdk diakui. Hrsnya Menkeu menerima trus menelusuri dan segera membenahi corporate culture Kemenkeu. Bknnya membantah, seolah adu pintar. Komunikasi yg jelek.",Negatif
KangHabieb,@msaid_didu @prastow Saya rasa tidak hanya di Kemenkeu. Anda kan pernah di BUMN.. Anda tau yg juga terjadi ditempat anda dulu bekerja...dan anda bisa menjelaskan juga..tidak hanya Mas Prastowo aja...,Positif
bingoonez,"@kompascom Gak cuma Kemenkeu. Makanya UU PAK wajib segera disahkan. Partai yg menghalangi pembahasan dan pengesahan, gembosi rame2. Mereka bagian dari perampokan negara terang2an. Tak ada aturan yg menghalangi pencucian uang.",Negatif
driveronline_17,@Migran_TV_7777 @bozzvanc1 @jokowi Kita gelar pita pink nyok @kemenkeu kok ngak sangpup bayar anggaran rutin yak hahaha,Negatif
p4piKRiS,@jonjonfh @kompascom Maksutnya samarkan/simpan uang gratifikasi  alias sogokan kan? nah klo libatin shell company gitu kan pegawai Irjen Kemenkeu ngga punya kewenangan utk menyidik melacak dan mendalami shell2 company ini... yg bisa ngelakuin hanya Penyidik sesuai UU aja.,Positif
Ugi7498,"@OposisiCerdas Ogah. Biarin saja dia menuai apa yg dia telah lakukan selama menjabat sbg pejabat Kemenkeu. Semoga pejabat Kemenkeu yg dpt uang haram, akan menerima nasib yg sama.",Negatif
hambaindomiy,"@CNNIndonesia Ga ah, gamau. Harus turun sebelum lebaran. Anak kemenkeu bisa bisa aja dpt duit segepok kok kami yang pemda jelata ini harus nunggu lebaran? Enak aja",Negatif
Bang_Thorr,@bintangemon bisa aj bajer kemenkeu 🤣,Negatif
sipuputreka,"@KemenkeuRI semoga tidak ada kesenjangan gaji dan tunjangan pns  daerah dengan pns kemenkeu, kedepanya. aammiin",Positif
taliwang98,"@roy_pasha Lu mending bilangin ma temen lu juga di kemenkeu, contoh tuh ASN DKI. Mereka ga pernah ngeluh atau bikin pembelaan di Twitter, karena sadar diri bakal dikeroyok ASN satu Indonesia. Ngeluh sama temen lu aja, ga usah ke medsos.",Positif
cgtrisanjaya,"@ArthaArtha15 @msaid_didu @mohmahfudmd Sepakat untuk dibuka semua.  Mestinya dorong dulu Irjen Kemenkeu  untuk proses. Kalau didorong nggak jalan juga, baru ke Kejaksaan atau KPK.
Gaduh digedein.",Positif
n4k14465715,"@NurmansyahAff @BennyHarmanID Bener,klo ksus di Kemenkeu ini jalan tanpa halangan InsyaAllah bansos akan cepat di tangani",Positif
nasibungkusdua,"@whotf_grace @pknstanid Reguler: jalur umum pesaing nasional, perlu utbk, penempatan bs kemenkeu, k/l, atau pemda
Afirmasi: jalur khusus yg berasal dari daerah tertentu, perlu utbk, penempatan bs kemenkeu, k/l, atau pemda
Pembibitan: jalur khusus yg berasal dari daerah tertentu, tdk perlu utbk, pemdanya",Positif
MuhammadIlhamG,"@anitnaram @jsamodra Pakai Bahasa Indonesia saja, Sumpah Pemuda dan Pasal 36 UUD jelas disitu. Bukan brrti saya gak ngerti. Tp sambat2 pakai bahasa inggris dr kemungkinan ASN Kemenkeu itu gak bikin keren, malah bikin muak dg karakter sok paling2nya.",Negatif
Obelom2,"@__AnakKolong @grace_nat Kemenkeu mungkin perlu di evaluasi, pajak &amp; bea cukai dibawah satu badan saja",Positif
Bambangelf,@YudhiTelsa @OlgaLy_DIA Bersihkan lumbung Kemenkeu dari Tikus-tikus..,Negatif
satpambandara,@KemenkeuRI @pknstanid Mari mari yg mau jd pns tajir yg tiap taun bisa dpt insentif khsus kemenkeu,Positif
Tlethongsapi,"@BennyHarmanID @abu_waras jaman SBY dpr garang sekali, tetapi kenapa sekarang DPR seperti melempem, termasuk dari partai oposan (PD dan PKS), kenapa pak Beny? Ayo bikin pansus, kuliti kemenkeu, temukan kejahatan yg sebenarnya dibalik TPPU",Negatif
pussinkk,"@cisyberry @skinnypandaaa @mazzini_gsp woy sama anjir, kantor gw juga kena dari kemenkeu tapi",Negatif
ElFaruq04338685,"@nusantara_one 3 t itu sedikit di banding 449 t di Kemenkeu,,",Positif
tommyaj58529441,@amandasah__ @seeksixsuck @Aryprasetyo85 @anakbabehh11 @DS_yantie @gtobing2903 @AyaniMel @Urrangawak @MarahIchsan @rifqiazizian Tampolin aja nih pegawai @kemenkeu penghisap pajak rakyat miskin,Negatif
WF10051729,"@msaid_didu @mohmahfudmd Dukung pansus tppu kemenkeu di dpr,jgn halang2in dpr utk bongkar kasus ini",Positif
KenapaBegitusih,"@MT93990025 @tempodotco Yoi,,, lebih gede transaksi janggal kemenkeu... 349 T cuy🤣🤣🤣",Positif
pengarang_sajak,"Udahlah 349T kalo ada duitnya, gue delete akun gue..

Cocokin aja itu dan kejer 35T..

Lah wong duit diputer2 sejak jaman Purba jg pada maen..

Bukan ga diurusin Kemenkeu..
Buktinya mana kl itu duit haram..?

Gada UU Perampasan Asset bacot doank jadinya.. 

Duit balik jg kagak..",Negatif
YolandaEveline,@prastow Teroooossss..  Kl blm bs terbuka janganlah sok2an bilang kredibel transparan..  Buka k public dosa2 kemenkeu dan jajarannya..  Kmn duit2 yg raib..  Siapa org2 nya..  Jejer semua d dpn public..  Baru kami bs percaya dan angkat jenpol k kalian,Negatif
tukangnya_ra,"@bismillahpoll @Trollbukantroll @detikcom Lah? Kenapa saya yang jadi harus buktiin? 🥹

Emang kak @bismillahpoll yakin saya orang kemenkeu? Sampai pressing gitu? 🫠",Positif
MasmuhMuhaimin,"@CutSarina5 Utang segunung,anggaran defisit,uang pajak rakyat dibegal pegawai kemenkeu.Mau apa lagi jual kreta cepat aja dah ,skalian bangkrut",Negatif
PramukhtikoS,@bachrum_achmadi @mohmahfudmd Sepakat. Justru bisa sebagai saksi atas kejahatan di Kemenkeu! Bisa jadi juga menyeret (oknum) anggota DPR!,Positif
Handoko771,@KompasTV Boleh dikata dirjen Kemenkeu gak kerja ato MMG takut ? Menkeu diam aja spt cuek/bodo amat..2009 SMP 2023 ini . Bgm Masy tdk marah..249 T jika dibagi u Masy miskin bisa dpt 500 rb SMP 1 JT per org.,Negatif
sahlulfuad99,"@mohmahfudmd Sy dukung Prof. Tp mohon lebih bijak dlm berstatement di ruang publik. Jgn sampai kontra produktif dg niat baik Njenengan. Data yg blm fix, kegaduhan yg timbul, rusaknya citra Kemenkeu, n memframing d medsos kalo DPR adalah lawan duel adalah beberapa contoh yg perlu diperbaiki",Positif
MulLayau,"@VIVAcoid Sudah senyap sejak 2009 sesuai transaksi tapi sampai saat ini gak ada tindakan dari kemenkeu apalagi pihak pemberantas korupsi maupun yg terkait lainnya
Mas ini sebetulnya tolol atau memang bodoh ya....",Negatif
FelixSGL1,"@Mackemot1 @logikapolitikid Lahhh di Kemenkeu itu Diskriminasi satker nyata. Satker or Dirjen Sultan n Dhuafa. Jadi ga rata 1 Kemenkeu juga, cuma BC sama DJP doang yang elit, kalo Inspektorat, Setjen, BKF, DJKN, Perbendaharaan mah nangis dipojokan. Yang bertugas nerima duit emang 'anak emas'",Negatif
dum2nd,"@brututrex @darryllew @tirta_cipeng Mulai dari wadawidy kemenkeu, lhuis 130+ layak mati di kanjuruhan, ini sekarang emyu lagi beneran?",Negatif
Acmilan18892020,"@CNNIndonesia Ini orang engga tau malu, tolol, emang kemenkeu itu engga benar semua orangnya, engga bersyukur",Negatif
batambun,"Saya mau nanya bapak Mahfud MD, kenapa Pengadilan Pajak berada di bawah Kemenkeu..?
Kenapa bukan di bawah Mahkamah Agung..?
Jika Kemenkeu yang mengadili pegawainya sendiri rasanya tidak akan ada jaminan  hasil putusan  yang adil..?.",Positif
ngopi_sehat,"@ardjoe0704 @prastow Tinggal ditanyain aja para capres janji teken kontrak ttg masalah kasus pajak/Kemenkeu spt apa tegasnya, rakyat akan menilai dan mengawal",Positif
FajarSa43628084,@OposisiCerdas Kepercayaan sampe 70 % ngimpi. Rakyat mana yg percaya. Mungkin kang surve di bayar buat dongkrak hasil survenya. Apa kabar sambo dan teddy. Gmn 349 T Kemenkeu,Negatif
Abdoeljegger202,@itsamareguzel @KemenkeuRI @DitjenPajakRI @beacukaiRI Khusus pegawai kemenkeu bonus + tukin cukup utk makan honorer setahun.,Positif
batambun,"@yosnggarang @RamliRizal @AnthonyBudiawan Mengapa pengadilan pajak berada di bawah Kemenkeu...?
Satu2nya di dunia ini ada pengadilan diluar lembaga Mahkamah Agung..",Positif
jondiljonson,"@msaid_didu @mohmahfudmd Masalah ini sj sdh Mega dahsyat di republik ini ,  Krn
Transaksi 349 T di jajaran Kemenkeu itu sudah bikin KENYANG  270 juta jiwa rakyat Indonesia",Negatif
AhmadKa51318190,"@ekowboy2 Kemenkeu jantung nya perekonomian nasional, kalau sudah begini apa masih dibilang negara sedang sehat² aja.",Positif
nasa_bee,"@tigor_tweet @KompasTV Rakyat lebih kecewa lagi, ini gara-gara ada Transaksi Mencurigakan Rp 349 Triliun, di Kemenkeu.  Maka itu, UU ""Perampasan Aset"" wajib diberlakukan di Indonesia!",Negatif
