userName,score,content,at
m 613566,5,Baik tapi skarang ga bisa di gunakan,2023-03-22 12:22:30
Ridwan Sebastian,1,"Setelah isi 16 kode kartu. Kirim via pesan sampai pulsa habis. Tetap Tidak bisa diakses, di berita info coba secara berkala. Tapi sampai saat ini sampai pulsa habis kirim pesan dengan info tidak ada jaringan internet, padahal jaringan internet stabil. BCA Indonesia pelayanan dan kebijakan TERBURUK!!!!",2023-03-22 12:21:33
Mutiara Hati,1,Kenapa kok jadi sering trouble???,2023-03-22 12:21:19
Eka Sari,1,kode 205,2023-03-22 12:20:57
Ujang Rana,3,Ko sekarang suka ada masalah tiap mau transaksi lampu indikator merah terus padahal jaringan/ sinyal bagus,2023-03-22 12:19:03
FirDan ChaNel 33,1,Gak rekomendasi banget jaringan WiFi lancar terus indikator merah terus cs nya lama respon,2023-03-22 12:18:13
Muhammad Syaifudin,1,banyak problem masa ga bisa memperbaiki,2023-03-22 12:17:55
FJR ROSID23,3,Mohon maaf kenapa ya saya mau cek saldo akhir-akhir ini lampunya ngga pernah ijo merah terus mohon bantuan nya ?,2023-03-22 12:17:37
Muhamad Prihatin,1,"Jelekk,,sekarang sring offline",2023-03-22 12:17:15
CholixAccessories C acc,1,Sinyalnya merah mulu gimana sih,2023-03-22 12:16:38
Rivan RivRick,5,M bangking gak bisa di buka yah? Apa ada gangguan apa gmna ya??,2023-03-22 12:16:15
sentanu chanel new,1,Ada apa dengan mbanking woy bca kok sinyal merah trus dari pagi gak seperti biasanya,2023-03-22 12:14:25
E 888,4,"Sudah +- 6 tahun baru kali down,dan gak bisa verifikasi ulang,silakan ulangi beberapa saat lagi..hmmm",2023-03-22 12:14:20
joe adriansyah,1,Lemotttt nya padahal pke wifi parah parahhhhhhhh,2023-03-22 12:12:55
san Mohamad,1,"Aplikasi dari pagi eror indikator merah terus, sangat menghambat aktifitas saya jadi gabisa transfer",2023-03-22 12:09:24
Mas Yudi,1,Sering banget error,2023-03-22 12:08:42
Rahmat Ramadhon,1,Woi... Ini Napa mbanking BCA jaga bisa dipake...,2023-03-22 12:07:05
Muhammad Iqbal,2,"Mengapa mobile banking akhir2 ini sering bermasalah ya, tolong di perbaiki lagi donk kualitasnya",2023-03-22 12:06:58
Bayu Syaputra105,1,Update bikin emosi tolong di perbaiki,2023-03-22 12:04:44
Aa Reza Firdaus,5,Very good,2023-03-22 12:04:08
Fabian Grunge,5,ok,2023-03-22 12:02:38
Rafa Nizam,1,Hbis pulsa tapi tAk kunjung selesai Trouble sim tolong,2023-03-22 12:02:37
Rifky Yolanda,4,LEMOT. SIGNAL MERAH TERUS,2023-03-22 12:00:37
Joran Ceklek,5,good,2023-03-22 11:58:33
Heri Yanto,5,Sinyal nya lemot,2023-03-22 11:57:27
Iwan Iwansyah,5,Sangan bagus,2023-03-22 11:51:45
Edoy fc Doy,5,Nice....😗😗,2023-03-22 11:47:25
SSQ Official (SG),3,"Ko skrg suka bermasalah terus ya ni apk, kadang ga pernah mau hijau warna lampu indikatornya, tolong segera di benerin biar kami nyaman memakai apk ini",2023-03-22 11:44:51
Fajeri Rio,1,Bca. Dah dua hr ini. Parah banget. Tidak bisa untuk transaksi. Mohon dong di perbaiki bro,2023-03-22 11:38:16
Nurul Indah Pratiwi,1,"Trouble terusss, VA error, indikator merah atau biru teruss. Di perbaiki lagi lah sistemnya, jangan sampai pada pindah dari BCA.",2023-03-22 11:38:11
Reffy Anang,5,tolong jgan terlalu bnyak potongan boskuh,2023-03-22 11:36:38
Prahara W,1,Verifikasi muka ja ga bisa bisa ga jelas aplikasi !!!!,2023-03-22 11:35:26
Anis Maulani,1,Ga bisa transaksi nih indikator merah terussss.. Parah gak guna jadi nya ada mbangking juga,2023-03-22 11:33:53
Angga Tri,1,"Habis pulsa 20ribuan verifikasi gak bisa bisa log in ,makin aneh bca",2023-03-22 11:29:57
Astri Novianti,3,"Trouble trs ,.jd suka mempersulit pas lg mau transaksi darurat 🥴🥴🥴",2023-03-22 11:27:50
azka yunanda dinny,1,sering gangguan ga jelassss,2023-03-22 11:25:53
Dwi Yulianto 31,4,Tidak tau kenapa BCA ku sering terjadi tidak mau menyala hijau merah terus,2023-03-22 11:19:24
Destara Dwi,5,Bisa langsung login sekarang ygy,2023-03-22 11:18:30
Tommy Bois,1,Gajelas banget make verivikasi,2023-03-22 11:16:31
Sadam Suar,1,Merah mulu ini dari pagi sampe sekarang kenapa padahal sinyal bagus paket masih banyak ga pernah ada masalah sebelum nya tolong respon,2023-03-22 11:16:22
AJ Susmana,3,Error melulu,2023-03-22 11:15:09
Lia,5,"Ada apa m banking bca hari ini? Lampu indikator menyala merah terus, jadi tidak bisa melakukan transaksi apa apa",2023-03-22 11:10:04
GadingMas Putro,5,Apik iki aplikasine looorr,2023-03-22 11:03:32
ozi thea,3,Susah login kenapa ya proses terus,2023-03-22 11:01:52
Kusnindar Kandar01,5,Oke,2023-03-22 10:52:59
david eazy,5,Nice,2023-03-22 10:51:01
Darsum Ones Walker,1,"Trouble nya ko lama amat yaa, udh seminggu gabisa login. Sinyal merah mulu, tolong dong follow up nya di percepat. Thx,",2023-03-22 10:45:42
Jovanly,2,"Akhir ini sering trouble, dipake transaksi Virtual di apk M-bangking status sukses tapi di e-commerce belum masuk tetapi saldo telah terpotong , apakah tidak bisa kembali lagi saldo yang telah terpotong?. Ditambah lagi makin lemot, sinyal sering merah. Tolong segera di fix, karna sekarang makin banyak user m-bangking sebagai alat transaksi utama..",2023-03-22 10:13:30
Agus Supriono,2,Aktifasi kembali susah banget.. SMS pakek pulsa min.. knpa Ndak di bales bales,2023-03-22 10:10:00
Dandi Agustian,5,Knpa lampu indikator nya merah terus padahal sinyal bagus,2023-03-22 10:06:48
Aenur Arif,5,Baik sekali,2023-03-22 10:03:50
Dita Handayani,1,Ini knapa kok GK bisa di paket kak m bengking... GK bisa pake WiFi sedangkan aku GK ada paket tolong dong di benerin...,2023-03-22 10:03:48
Setyawatirini Astuti,3,"Di update knp malah sering lemot, dan sinyal ilang mulu, padahal untuk transaksi dengan m banking lain aman.. tolong di perbaiki.",2023-03-22 10:03:14
Adi santa Christian,3,Troble trusss,2023-03-22 09:59:22
bangka SJ,2,Aplikasi gimana sih.makin kesini makin ga jelas aja abdet ga bisa2 ferikasi ga bisa2 sms udah habis pls 10 rb bolak balik ga bisa2.,2023-03-22 09:56:28
Khoirul Syarif Syarif,1,Sering troble indikator sering merahnya padahal internet data bagus,2023-03-22 09:54:15
Doni Keeps,5,Ok,2023-03-22 09:54:10
Maya Nobi,2,"BCA kenapa sih, dari tadi malem merah mulu indikator nyampe 10 pagi. Udah 12 jam, sinyal oke. Gak jelas",2023-03-22 09:49:00
Barkafi Zq,3,Ayo dong bca. Bangkit agar bisa memberikan pelayanan terbaik sepanjang waktu,2023-03-22 09:46:23
agus embuz,3,Kenapa dari td MLM merah terus ya,2023-03-22 09:43:24
My Boys,1,"BCA mobil ini kan penting ya, jadi buat kru BCAmobile klo udah tau eror harus cepat d perbaiki jangan diem aja, minta verifikasi trus pulsa sampe habis 50rb kan gila",2023-03-22 09:41:18
Aji Prasetyo,2,Jaringan bagus....tpi aplikasi berat untuk di pakei.,2023-03-22 09:35:36
GRESHIA AURELIA PUTRI,5,Error mbanking saya,2023-03-22 09:34:56
ricky herdianto,1,Pulsa udah hbs 20ribu gak bisa jg masuk ke bca gmn ini mbangking nya mana yg tanpa kartu lg gak bisa ambil duit,2023-03-22 09:33:18
Mahmudi,3,"Mengapa BCA mobile kami lampu indikator nya selalu warna merah kak padahal jaringan sudah cukup bagus,,mohon bantuannya kak 🙏",2023-03-22 09:32:10
Cristin Agustina,1,Verifikasi ulang tp gagal trs gk di update nda bs transaksi hmmm ngeselin secara bank bca besar tp akhir² ini kualitanya jelek dalam internet,2023-03-22 09:31:56
Rohmat Aripin,1,Kok ga online2 ttrus anda merah punya saya salah ATm ke Telen tgl merah cuma bisa mbanking gimana si ini BCA,2023-03-22 09:30:59
Yoki Irawati,5,oke,2023-03-22 09:29:53
Rani Camelia,4,Kenapa ahir² ini sering error ya lampu indikatornya merah terus ngga ijo ijo🤦🏼‍♀️,2023-03-22 09:29:42
Yolan Da,4,sy log in malah lampunya merag terus gbsa transaksi,2023-03-22 09:28:42
Willy Tarini,3,Wahhh merah terus sinyal bca,2023-03-22 09:27:12
Andhika Kurniawan,1,"Di upgrade malah sering merah mlu kya suka maintenance, Sy cek jaringan HP sy normal bsa yt ig dll, Mau live chat cs gatau harus kmna?",2023-03-22 09:26:39
Rulidwi primadpp,5,Ok mantap,2023-03-22 09:23:20
Dahlan Aan,1,Merah terus kaga ijo ijo,2023-03-22 09:23:03
Rahmat Hidayat,1,"Knapa transfer dari luar negeri ke BCA tidak masuk-masuk,parah banget🤦dan sinyal lancar lampu merah terus hadeh",2023-03-22 09:20:58
Itang yunas,1,"Apl nya makin jelek, makin susah di akses",2023-03-22 09:20:04
Rahmat hidayat,1,"saya merasakan ketidak nyamanan karna uang kiriman dari kluarga dari dubai gak kunjung masuk padahal di sana sudah dikirim namun satu hari satu malam nunggu gak masuk"" tolong di perbaiki",2023-03-22 09:16:43
Dani Alimi,1,Ini BCA kenapa indikatornya merah terus? Jd nge nganggu mau tf sama di tf duh,2023-03-22 09:16:37
rai zand chanel,5,Tolong di perbaiki jaringan merah terus,2023-03-22 09:08:08
ray facdza,1,Dari tadi sy coba masuk kenapa tidak bisa terus,2023-03-22 09:06:52
Yanto Mitra,5,Merah terus ga bisa cek saldo,2023-03-22 09:06:33
Reji Rejii,5,Sangat membantu,2023-03-22 09:03:24
Raffa Rafansya,5,Susah banget verifikasi pulsa sudah habis masi belum bisa internet bagus di bilang ngak ada internet...susah,2023-03-22 09:02:51
Ocied Buzz,1,Tiba tiba gak bsa di gunakan,2023-03-22 09:01:25
Irfan g. fauzie,1,aplikasi merah terus gak jelas bgt internet lancar padahal..knp dibuat ribet sih ..!!,2023-03-22 09:00:57
Adji Yudha Permana,1,Gangguan teruuuuuusss!!! Disaat urgent,2023-03-22 08:59:22
Muhammad Kelingk,1,Mbaking bca maintence mulu pyahhh,2023-03-22 08:56:06
Ahmad Munawwir,1,"Tolong ini gimna BCA, Indikator sinyal merah trus padahal sinyal full sya perlu bngt buat tf.. Haduuhhhhhh kacaw",2023-03-22 08:53:41
Hans Gateway Pasteur Bandung Hans,5,Perfect,2023-03-22 08:53:41
Dini Aja,5,Knp. Mbengking saya apakah rusak kok skrng uang sya sering ilang 21 ribu 10 ribu gtu,2023-03-22 08:51:46
Arsy Dwi,2,Ko lampu indikatornya merah terus si,2023-03-22 08:47:29
Agung Novian,5,maaf Pak kok ini lampu indikator ku merah mulu ya pak? ga ijo ijo di tunggu juga ga ke ijo merah mulu? ada apa ya pak?,2023-03-22 08:46:22
Nabila Fransisca,2,Kok sinyal ku merah terus,2023-03-22 08:45:33
Anton wijaya 123,4,Ganguan,2023-03-22 08:45:14
Gita Nadia,1,"Dari jam 4 subuh, masih eror aja tanda merah terus. Cepet perbaiki dong",2023-03-22 08:41:42
Soffan Ulin Nuha,3,Merah mulu,2023-03-22 08:35:47
dodi alamsyah,1,Biaya potongan nya gila nih bank,2023-03-22 08:27:58
Rdylee,1,Apk lemotttttttttt,2023-03-22 08:26:31
SUTADI BMG,2,"Bisa diakses tp nggak bisa buat transaksi,indikator merah terus,ini kenapa ya min,sinyal full??",2023-03-22 08:25:59
Fedri Daryono,4,"Payah ga bisa download, padahal pulsa ada ,kuota ada ,memori hp aman",2023-03-22 08:25:53
Yushup Maulana,3,"Ini kenapa merah terus ya dari semalem,,, jadi gak bisa di gunain mbanking",2023-03-22 08:24:04
fathimah azzahra,1,"Lampu indikator merah terus, padahal sinyal bagus",2023-03-22 08:21:59
MAgeng14,3,"Tolong di perbaiki, los Merah terus jadi ga bisa transaksi",2023-03-22 08:17:07
Bob Cry173,3,udah seharian mbangking bca punya saya lampu indikator nya berwarna merah terus sedangkan orang lain lancar2 aja,2023-03-22 08:14:33
Dapur Wijaya,5,Dengn m bca mempermudah urusan dn keperluan,2023-03-22 08:12:49
Sabila Sabil,1,kenapa pagi ini buka mbanking merah terus ya padahal paketan masih dan buka aplikasi lain yang pakai internet lancar2 aja,2023-03-22 08:12:12
MahpudinAjoe,1,Pulsa habis percuma . Akses tidak dapat login. Sampai isi pulsa saja 3 x,2023-03-22 08:11:48
Dian Ardian,3,Kenapa ya ga bisa di buka warna nya merah trs,2023-03-22 08:10:25
Imam Prabowo,3,"Kenapa lampu indikator nya merah yah, padahal jaringan bagus loh",2023-03-22 08:10:05
Imam Taqwa,1,"Apk selalu di indikator merah padahal sudah pakai data dan wifi, dan apk di teman malah indikator hijau, mau ngajukan komplen langsung hrus ke mana ini",2023-03-22 08:03:28
gwPlayer nob,3,Kenapa jdi busuk sih ni aplikasi.. Sudh abis pulsa puluhan ribu.. Masih aja koneksi terputus mulu..paket bnyak. Pulsa bnyak. Sinyal bagus.,2023-03-22 07:59:52
Junaidi Junaidi,4,Knp indikator di mbca sy merah mulu,2023-03-22 07:50:47
Bang Iyan,1,"Mau masuk bca mobile/ log in skrg gagal"" trs, jika tidak ada maintenance di pihak terkait mending tutup aja.",2023-03-22 07:45:29
Aviev Yoesevand,1,Kalo memang sering2 ganguan mobile banking ny lebih baik diturunkan sj bayar adminnya.. itu lebih baik.. bank2 lain jg pd gratis biaya admin dn g prnh ganguan...,2023-03-22 07:45:12
Zain K,2,Ngeselin banget... Giliran mau pake sering merah/trouble Perbaiki lah,2023-03-22 07:35:54
puji ayu,1,Padahal data data yg di masukkan sudah benar tp masih aja ttp gagal.. apk semakin lama semakin menyebalkan,2023-03-22 07:32:13
Eris Riswara,5,Lancar,2023-03-22 07:32:10
madon don,5,Bagusin kualitas signal dan lain lain,2023-03-22 07:21:33
Muhamad Ramadhan,1,Tolong di perbaiki ini gimana cerita tidak bisa masuk ke mbanking saldo udah abis 20k isi pulsa terus di update malah makin rusak hadeuh 😞😞,2023-03-22 07:18:10
Rahmat Melda,2,Sudah mkn pulsa byk ga bisa register...apa ini,2023-03-22 07:13:50
saprol saprol,1,parah sinyal wifi bagus .. tapi merah trus,2023-03-22 07:04:09
Azmi Chanel,1,Erorr teruuuuuuussss......,2023-03-22 07:00:29
Johanes Napitupulu,5,Apakah hari ini Tgl 22-3-2023 M-banking BCA sedang mengalami eror?... Lampu indikator m-banking saya selalu merah terus.,2023-03-22 06:58:16
Mi Amor,1,"Bca ini sinyal nya merah Mulu gw mau transaksi woy ,istighfar lah",2023-03-22 06:45:10
Salman Faddilah,1,Lampu indikator warna merah terus padahal jaringan bagus bgt knpa ya itu,2023-03-22 06:28:54
Diana Dian,1,Ribet pake bca mobile skrg. Bukan nya tambah gampang. Malah semakin sulit. Mau nabung aja ribet. Apalagi mau pinjem.,2023-03-22 06:27:26
Wahyu Herianto,1,Makin sering eror 👎,2023-03-22 06:25:11
L30N L1M,4,Suka eror atau dlm perbaikan,2023-03-22 06:13:11
Ikhsan Maulana,1,"dari semalam apk bca-mobile, lampu indikator merah terus... Padahal sinyal buat buka apk lain aman2 saja... Jadi gk bisa dgunakan.. Padahal penting -_",2023-03-22 06:11:16
Abu Hasan Alansari,1,"Tidak bisa dapat online , sudah pilih produk dan SMS Kenah biaya .eh gak bisa .di coba lagi SMS Kenah biaya , eh gak bisa juga .jaringan koneksi terputus . Pulsa SMS sudah terpotong . Sia sia aja jadinya. Kecewa",2023-03-22 06:07:30
Eko Anwar,1,"jaringan udh bagus dan stabil, tp akhir2 ini mo digunakan lampu indikator merah trus. gmn nih? 🤔",2023-03-22 05:47:37
Neeng Go Green,1,Makin update bukannya makin bagus malah sering trouble tlong secepatnya di perbaiki,2023-03-22 05:40:03
Haerul Imam,4,Indikator merah,2023-03-22 05:34:53
Bolang Pesek,1,Bca mobile kenapa nih eror. Verifikasi gimana maksudnya ??..... Jangan main main dengan uang dong.,2023-03-22 05:33:42
Imam Hozali,5,Mantap,2023-03-22 05:29:46
Zenal Aripin,1,"Sering error, apalagi di malam hari.",2023-03-22 04:42:42
Ivan Vizcarra,1,Perasaan Punya saya merah Mulu lampu indikatornya saya sudah menunggu 6 jam,2023-03-22 04:38:55
Ari Mambo,1,Sering terjadi gangguan seratus lampu merah terus,2023-03-22 04:37:28
Omah Sandy,1,BCA mobile kenapa ya.? Eror kah.. lampu indikatornya merah mulu. sampe coba aktivasi ulang udh ngabisin kuota 20rb jg tetep aja gak bisa login ulang.,2023-03-22 04:33:00
Shandy Uchiel,5,Tgl 22 Maret 2023 GANGGUAN !!!!,2023-03-22 04:28:25
Aya Ichigo,5,Sangat puassssss,2023-03-22 04:09:45
kusnadi engkus,5,Good,2023-03-22 03:57:26
R. Moh Japar sidkik.M,5,Ganti provider seblah aja yu bca makin hari makin lemot aja. sengna ksih bintang 5 biar di baca !!!,2023-03-22 03:24:20
Asep Sriwahyudi,1,Udah abis 50k buat verifikasi Mbangking tetep ja masih loading dan coba lagi coba lagi... Payah amat ni..,2023-03-22 03:16:02
ALL in,3,Hi bca saya isi saldo dana dan sudah berhasil di tapi saldo dana gak masuk2 pdahal no dana sudah sesuai.sudah sering top up dana di bca slalu berhasil tapi sekrang malah gak masuk saldonya malah saldonya gak balik.minta alamat email untuk masalah ini,2023-03-22 03:05:33
Darwoko Woko,3,Kenapa ApK BCA ini jam segini tidak bisa brow? 3 bintang dulu,2023-03-22 02:43:16
Anto Prasetyo,1,Saya isi saldo 125.000 kenapa yang masuk cuma 75.000 lalu yang 50.000 kemana ?? Gak ada keterangan tidak ada notif . Sekelas BCA kok tolol,2023-03-22 02:43:16
Ahmad Hikman,1,SERING BANGET GANGGUAN !!,2023-03-22 02:32:41
Ichwan Baihaqi,2,Kenapa ini merah terus di aplikasi nya. Gak bisa transaksi sama sekali,2023-03-22 02:31:11
Muhammad Muslih,1,Bca payah bangke eror terus masa di playstor masih reting 5 ini harus nya udah reting 3 mending semua pengguna kasih reting 1 serentak aja makin sini makin gede bukan makin bagus malah makin jelek ngabisin pulsa doang,2023-03-22 02:31:06
Azil Sinaga,5,Nice pokonyah.. saya ahbis transper ke ewalet .udh bisa. Tapi ko blom masuk sih mun knpa y,2023-03-22 02:28:57
Bus Tomi,5,Ganguan lma,2023-03-22 02:28:27
Ade Darmawantop,5,Respon yang sangat amat cepat 👍👍,2023-03-22 02:23:25
Jenong TV,3,Ma_banking BCA sering banget eror????,2023-03-22 02:19:30
Dini Irawan,1,"BCA lg kenapa? Verifikasi gagal terus, tlp CS menunggu terus.",2023-03-22 02:13:40
Dunime 99,1,"Mau transaksi merah terus padahal sinyal/wifi bagus, saya kira apk nya yang error terus saya instal ulang, nah pas saya mau login, Verification gagal terus, sampai habis pulsa saya 15K, saya gk ada uang cash, uang saya di bank, binggung dah bagaimana.. Kalau ada perbaikan sistem/error tolong di kasih tau nasabah dahulu atau di kasih tau di aplikasi nya.. Itu saya pesan saya Kalau sudah di perbaiki saya rating ulang",2023-03-22 02:09:10
Rizky Ardilla Chanel,1,Ini mbanking knapa sih sering bangat lampu indikatornya merah terus padahal jaringan 4G setiap mau transaksi pasti merah gk brubah2 jadi hijau lampunya sulitt!!,2023-03-22 02:08:34
Terserah Elu,1,"Ini kenapa verifikasi mulu yak, jaringan padahal bagus loh, ada yg tau ga bca lagi kenapa ini sering eror",2023-03-22 02:07:50
Jadmiko,5,Saya sudah menggunakan BCA M-Banking lebih dari 5 tahun tidak pernah ada kendala apapun! Mantap! Tingkatkan terus!...,2023-03-22 02:06:33
yuga wirawan,1,Saat darurat aplikasi selalu erorr indikator merah terus sayang sekali aplikasi mbanking paling jelek diantara kompetitor,2023-03-22 02:05:47
Slamet R,5,Terimakasih BCA,2023-03-22 02:04:26
Muharams Saidaj,2,Lemot bab1.... Gw narik ke mbanking duitnya belom masuk dimutasi ngga ada.... sueeee lamaaaa,2023-03-22 02:03:58
Deninur Aroka,1,"cacad bgt nih bank , sangat ga rekomendasi bgt.. tanpa ada pemberitahuan tiba tiba offline indikator merah ga hijau hijau anehhhh pindah lah layanan tot",2023-03-22 01:56:05
Nurul Melisandi,3,Makin kesini kenapa sering gangguan mulu sih?,2023-03-22 01:54:01
Mohammad Ruta,3,"jika ada prbaikan/pmbaruan tolong infoin donk min...jgn diem"" ajh",2023-03-22 01:53:41
ScreenTV,3,Sering gangguan,2023-03-22 01:53:01
Komar S,5,Bermanfaat,2023-03-22 01:52:11
Bams 0234,5,Mantap,2023-03-22 01:50:58
Ambon Maluku1,5,"Ini kenapa Mbanking bermasalah tidak bisa TF, debit dan tarik uang? Saya tidak bisa melakukan pembayaran dan posisi sedang di supermarket.",2023-03-22 01:50:47
Restu aji Darmawan,1,M banking malah makin jelek,2023-03-22 01:50:02
ardi betta fish,1,Kebanyakan gangguan nya setan 👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻,2023-03-22 01:49:51
Abdul Holik,1,Dikit dikit gangguan..lampu merah terus makin jelek mbankking makin sini,2023-03-22 01:49:44
Andri ana,2,Jaringan bagus malah gk bisa login,2023-03-22 01:49:09
Harta Wijaya,5,Mantap,2023-03-22 01:49:07
EQ chanel,3,"Kenapa ini kok m bangking nya lampu indikator nya merah terus min,,padahal jaringan nya bagus",2023-03-22 01:48:09
Nur Shofi,1,error mulu jaringan bagus indikator merah terus,2023-03-22 01:46:20
Dadan Ramdd,1,"Gangguan terus, makin lemot aja ini aplikasi bca",2023-03-22 01:46:15
Anita Anita,1,"Lama lama bikin orang emosi, perbaiki dgn benar, kalau tidak bisa hapus aja dari playstore",2023-03-22 01:46:11
Suwandy Andy,3,Sering gangguan sinyal merah terus,2023-03-22 01:43:32
Kasmin Oon,3,"Tolong d prbaiki gangguan mulu skrng""",2023-03-22 01:43:03
aditya rizky ramadhan,1,knapa mobilebanking gak bisa terus,2023-03-22 01:42:46
Muhammad Saifullah,1,Makin kesini makin jelek mbca sinyal merah trus padahal jaringan bagus plus pake WiFi masih aja merah. Tolong di tingkatkan lagi mbcanya,2023-03-22 01:42:38
Angga David,5,bca mobile kok merah terus,2023-03-22 01:42:19
Radin Ilham,1,Makin kesini mbangking makin parah sering erorr,2023-03-22 01:42:12
Dede Kusnadi,5,Ko Lampu indicator y merah,2023-03-22 01:41:46
XeL,1,Sering eror tidak ramah b1,2023-03-22 01:41:46
Calo Racing,1,"Error terus, mau bangkrut min. atau gak bisa bayar IT yang pinter.",2023-03-22 01:41:37
Adi Ardian,1,Makin nggak jelas,2023-03-22 01:41:13
isal speed,1,Kebanyakan Gangguan,2023-03-22 01:41:04
Ajeng Suparman,1,"Gangguan Mulu bosan,jlek BCA",2023-03-22 01:40:54
Edo Witanto,1,Tumben ngeselin ini BCA MOBILE,2023-03-22 01:40:48
frif jono,1,"ngecek duit ae susahh!! , gajelas nih apk jaringan bagus malah lelet di apk nya",2023-03-22 01:40:38
Galang Hidayat,1,Suka eror maintence,2023-03-22 01:39:46
Rudie Syah,1,Dlam 1 minggu sampai 4 kli bermasalah jelek sekali sekarang,2023-03-22 01:38:49
L L,1,"Ya tuhan kenapa lampu indikatornya merah terus, segala cara sudah di lakukan, koneksi internet juga bagus, padahal lagi butuh banget tranfer di tengah malam gini, butuh obat, ya tuhannnnn",2023-03-22 01:38:43
Diandra Muhrodi,1,Pemeliharaan sistem mlu bentr bentr pemeliharaan sistem ga jelas mulai bulan dspan kami sekeluarga ga bkl pake bca biat transaksi apapun..!! Bnr bnr klo lg ada urusan mendadak begini ..!!!! Dan di jam jam 1 ke atas ga bisa transaksi lampu indikator trus merah ga jelas mkin kesini bca,2023-03-22 01:38:39
Untoro,3,Hbs update malah masuk nya Tanda merah trs,2023-03-22 01:38:23
Deddy Pevry (Deddy),1,"Eror mulu, GBLK!!!!!!",2023-03-22 01:38:19
Nur Fadilla,1,Banyak gangguan nya emosi!!,2023-03-22 01:37:56
shen gamers,1,makin kesini makin sering sering sering sering EROR DADAKAN,2023-03-22 01:37:44
Greggy Thomas,1,Payah pengembang aplikasi nya... Masa pakai jaringan data dan wifi lampu indikator tetep merah.. Lucu,2023-03-22 01:37:05
Ivan Pras,1,Ini bca jam 01.25 tgl 22 eror ?,2023-03-22 01:36:26
Aroh Rohendi,1,Bank besar ternama tapi m banking nya sering eror kalah sama bank lain,2023-03-22 01:35:30
Revi Riskiyadi,2,"ribet banget apa² harus nunggu ijo,menu sendiri² lebih baik untuk informasi saldo ditampilkan di awal seperti mbangking yg lain",2023-03-22 01:35:21
qwerty poiu,1,Gangguan terusss,2023-03-22 01:34:02
sobari moya,5,Ada apa dengan BCA ini ko ga bisa cek saldo dan Transfer,2023-03-22 01:33:46
Bagus Abdulloh,5,Baguss,2023-03-22 01:32:32
Abdul Husaeni,1,Sekarang sering terjadi kesalahan gak jelas,2023-03-22 01:32:24
Paino Paino,1,Bikin susah orang mbanking sering eror,2023-03-22 01:32:15
Kharizmi Aziz,1,"Sangat buruk. Sering gangguan, menghambat waktu u/ transksi. Pparaaaahh 👎",2023-03-22 01:31:43
Alivah Bogeg,3,Saya kurangin bintangnya krna saat ini apk BCA mobile saya gak bisa cek saldo dll Sending terus,2023-03-22 01:31:33
Rio Aldi,1,Gajelas,2023-03-22 01:31:29
Syaiful Rahman,1,Makin kesini makin buruk,2023-03-22 01:31:06
ViNa Manisz,1,"BCA semakin kesini semakin buruk memberikan layanan dan kenyamanan customer, Signal merahlah pdhal pke WiFi, transaksi menjelang pagi selalu perbaikan,tlg lah jgn bgtu trs jdi repot dibuat susah. Thks",2023-03-22 01:30:45
Tyas Aqila,1,Gi manh ci mau beli token aja susah amat padahal sinyal baguss kacau,2023-03-22 01:30:05
VETO COVER,1,Makin kesini makin ambruk aja nih parah bnyak gangguanya.,2023-03-22 01:28:49
Imam Mu'arif,1,"buruk banget skrng bca, apa apaan jaringan bagus tp msh merah, nyusahin banget.",2023-03-22 01:28:45
wahyudin arifin,1,Makin kesini susah verifikas,2023-03-22 01:26:57
Mahdi Bhecels,1,"Makin kesini jadi makin ga nyaman pake mbanking nih.. Di klik antar rekening sinyal berubah biru,,jgn gebleg apa bos,,lagi perlu2nya malah begini mulu.",2023-03-22 01:26:10
Reza Rahmadany,1,Sinyal bagus TPI muter2 aja ...tololll,2023-03-22 01:25:52
AS chan,1,Loading lama,2023-03-22 01:23:27
Untung Suropati,1,Sering ganguan,2023-03-22 01:23:07
Todoroki Yuji,1,"Sekarng kok makin kurang bagus ni aplikasi, lampu dh hijau, sending ny lama bgt",2023-03-22 01:21:49
kang mai0288 Official,5,Memudahkan transaksi,2023-03-22 01:18:19
yohannes pudji,1,Cobalah benerin..dari kemarin mbank gak bisa bisa..mau apa2 jdi ribet Ntd lha,2023-03-22 01:14:21
Happy Eko,5,Bagus,2023-03-22 01:10:13
Kaiva Azahra,5,Ok,2023-03-22 01:08:09
Ried Andreyan,2,Kenapa lampu indikator nya merah terus ya JD menghambat,2023-03-22 00:30:34
SINO SINO,5,Kok signal bagus gak nyala hijau ka,2023-03-22 00:21:31
zen sindi,1,bca saya kok merah terus ya? udah bolak balik restart padahal. yg temen saya gak ada kendala,2023-03-22 00:18:18
Wahyu Ari,5,good,2023-03-22 00:12:15
Nur Hidayat,3,Makin lama makin jelek aplikasinya,2023-03-21 23:58:58
Ujng Gunwn,5,Aplikasi bagus mudah di mengerti dan sangat berguna,2023-03-21 23:49:26
Muzze Nadzua,5,Baik,2023-03-21 23:47:35
Duwara Firdaus,1,Proses verifikasi nya sangat susah sekali,2023-03-21 23:38:04
Mr.Pudidi Palsu,3,"Ada Apa dengan BCA mobile,Kok lampu indikator Merah trus????",2023-03-21 23:36:17
Kentung Ali,1,Idih geli,2023-03-21 23:29:32
