username,content,sentiment,token,stem
enakantidur,peningkatan secara overall dgn untuk spt individu dan untuk spt badan mari kita fokus ke spt individu mengingat impact kasus yang akhir ini terjadi di lingkungan kemenkeu cukup menggemparkan dan menjatuhkan citra yg selama ini sdh dibangun oleh pegawai pajak,Positif,"['peningkatan', 'overall', 'individu', 'badan', 'mari', 'fokus', 'individu', 'impact', 'lingkungan', 'kemenkeu', 'menggemparkan', 'menjatuhkan', 'citra', 'sdh', 'dibangun', 'pegawai', 'pajak']","['tingkat', 'overall', 'individu', 'badan', 'mari', 'fokus', 'individu', 'impact', 'lingkung', 'kemenkeu', 'gempar', 'jatuh', 'citra', 'sdh', 'bangun', 'pegawai', 'pajak']"
rwndrsy, daftarin beliau ke wisekemenkeu aja apa tp ga ditindaklanjuti jg paling kayak yg udah,Negatif,"['daftarin', 'beliau', 'wisekemenkeu', 'ga', 'ditindaklanjuti', 'kayak']","['daftarin', 'beliau', 'wisekemenkeu', 'ga', 'ditindaklanjuti', 'kayak']"
bustamigani, lokasi di kemenkeu deket atrium,Positif,"['lokasi', 'kemenkeu', 'deket', 'atrium']","['lokasi', 'kemenkeu', 'deket', 'atrium']"
bananaaboatt, siapa yang sependapat kalo kemenkeu kemenoknum ,Negatif,"['sependapat', 'kemenkeu', 'kemenoknum']","['dapat', 'kemenkeu', 'kemenoknum']"
AmbooyyRoham, lumayan bisa tambah tunjangan lebih besar utk pejabat kemenkeu,Negatif,"['lumayan', 'tunjangan', 'pejabat', 'kemenkeu']","['lumayan', 'tunjang', 'jabat', 'kemenkeu']"
zetya1, setiap bulan juga dilakukan publikasi di kanal kemenkeu apbn kita sehingga publik bisa memantau langsung perkembangan apbn jadi tak usah risau penggunaan pajak indikator redistribusi sangat terukur terutama pertumbuhan ekonomi dan stabilitas inflasi,Positif,"['publikasi', 'kanal', 'kemenkeu', 'apbn', 'publik', 'memantau', 'langsung', 'perkembangan', 'apbn', 'risau', 'penggunaan', 'pajak', 'indikator', 'redistribusi', 'terukur', 'pertumbuhan', 'ekonomi', 'stabilitas', 'inflasi']","['publikasi', 'kanal', 'kemenkeu', 'apbn', 'publik', 'pantau', 'langsung', 'kembang', 'apbn', 'risau', 'guna', 'pajak', 'indikator', 'redistribusi', 'ukur', 'tumbuh', 'ekonomi', 'stabilitas', 'inflasi']"
Tobias744, barakallah mas selama gak makan anggaran kemenkeu dan pajak ,Positif,"['barakallah', 'mas', 'gak', 'makan', 'anggaran', 'kemenkeu', 'pajak']","['barakallah', 'mas', 'gak', 'makan', 'anggar', 'kemenkeu', 'pajak']"
AmdiDikzon, cari panggung dengan cara yang lebih intelek dikit napa pak tentang kisruh di kemenkeu atau apalah gitu,Negatif,"['cari', 'panggung', 'intelek', 'dikit', 'kisruh', 'kemenkeu', 'apalah', 'gitu']","['cari', 'panggung', 'intelek', 'dikit', 'kisruh', 'kemenkeu', 'apa', 'gitu']"
PejuangPTMN, trims infonya berarti setelah ada dugaan terlibat malah dinaikin pangkat ya luarr biasaaa ga ada apa karyawan lain yg bersih ribuan loh karyawan kemenkeu itu dan masih byk yg jujur pastinya,Positif,"['terima kasih', 'infonya', 'dugaan', 'terlibat', 'dinaikin', 'pangkat', 'iya', 'luarr', 'biasaaa', 'ga', 'karyawan', 'bersih', 'ribuan', 'loh', 'karyawan', 'kemenkeu', 'jujur', 'pastinya']","['terima kasih', 'info', 'duga', 'libat', 'dinaikin', 'pangkat', 'iya', 'luarr', 'biasaaa', 'ga', 'karyawan', 'bersih', 'ribu', 'loh', 'karyawan', 'kemenkeu', 'jujur', 'pasti']"
Pecel_Lele5678, dalangnya turun gunung bagaimana gak gempa lokal itu kemenkeu,Negatif,"['dalangnya', 'turun', 'gunung', 'gak', 'gempa', 'lokal', 'kemenkeu']","['dalang', 'turun', 'gunung', 'gak', 'gempa', 'lokal', 'kemenkeu']"
Inne2466, uang habis dipake kemenkeu beli rubikon dan import emas batangan,Negatif,"['uang', 'habis', 'dipake', 'kemenkeu', 'beli', 'rubikon', 'import', 'emas', 'batangan']","['uang', 'habis', 'dipake', 'kemenkeu', 'beli', 'rubikon', 'import', 'emas', 'batang']"
411cmr,ramadhan bulan kemenangan insyaallah banyak kejahatan terungkap kemenkeu rezim,Positif,"['ramadhan', 'kemenangan', 'insyaallah', 'kejahatan', 'terungkap', 'kemenkeu', 'rezim']","['ramadhan', 'menang', 'insyaallah', 'jahat', 'ungkap', 'kemenkeu', 'rezim']"
kucinggembul05, hmm kesian ga sih bakat acting ada kok malah kerja di kemenkeu ni produser indonesia kbgtn bgt sjh,Negatif,"['hmm', 'kasihan', 'ga', 'sih', 'bakat', 'acting', 'kerja', 'kemenkeu', 'produser', 'indonesia', 'kbgtn', 'banget', 'sjh']","['hmm', 'kasihan', 'ga', 'sih', 'bakat', 'acting', 'kerja', 'kemenkeu', 'produser', 'indonesia', 'kbgtn', 'banget', 'sjh']"
dandy_laksana, penasaran asosiasi mana yg kasih rekomendasi ke kemenkeu terus kemenkeu yang ngeluarin ijin emang ga bisa ngecek datanya,Positif,"['penasaran', 'asosiasi', 'kasih', 'rekomendasi', 'kemenkeu', 'kemenkeu', 'ngeluarin', 'ijin', 'emang', 'ga', 'ngecek', 'datanya']","['penasaran', 'asosiasi', 'kasih', 'rekomendasi', 'kemenkeu', 'kemenkeu', 'ngeluarin', 'ijin', 'emang', 'ga', 'ngecek', 'data']"
PartaiSocmed,info yg kami dapatkan fm ini adalah orang dekat dari heru pambudi mantan dirjen bea cukai yg sekarang menjadi sekjen kemenkeu sehingga kami ragu apakah bu sri mulyani mendapatkan informasi yg akurat mengenai kasus ini,Positif,"['informasi', 'dapatkan', 'fm', 'orang', 'heru', 'pambudi', 'mantan', 'dirjen', 'bea', 'cukai', 'sekjen', 'kemenkeu', 'ragu', 'bu', 'sri', 'mulyani', 'informasi', 'akurat']","['informasi', 'dapat', 'fm', 'orang', 'heru', 'pambudi', 'mantan', 'dirjen', 'bea', 'cukai', 'sekjen', 'kemenkeu', 'ragu', 'bu', 'sri', 'mulyani', 'informasi', 'akurat']"
BennyHarmanID,hiii pengungkapan kejahatan pencucian uang sebesar rp t di kemenkeu itu harus diusut tuntasjangan merasa puas apalagi berhenti di rafael alunini kejahatan terbesar abad inimenurut mahfud data yg diungkap menkeu di rapat komisi xi dpr banyak keliru dan salahnya harus,Positif,"['hiii', 'pengungkapan', 'kejahatan', 'pencucian', 'uang', 'rp', 't', 'kemenkeu', 'diusut', 'tuntasjangan', 'puas', 'berhenti', 'rafael', 'alunini', 'kejahatan', 'terbesar', 'abad', 'inimenurut', 'mahfud', 'data', 'diungkap', 'menkeu', 'rapat', 'komisi', 'xi', 'dpr', 'keliru', 'salahnya']","['hiii', 'ungkap', 'jahat', 'cuci', 'uang', 'rp', 't', 'kemenkeu', 'usut', 'tuntasjangan', 'puas', 'henti', 'rafael', 'alunini', 'jahat', 'besar', 'abad', 'inimenurut', 'mahfud', 'data', 'ungkap', 'menkeu', 'rapat', 'komisi', 'xi', 'dpr', 'keliru', 'salah']"
tethadam1010,noe gw tambah perbendaharaanliterasi loe tentang auditing yakjdi sri mul jangan kek kentut oh itu pun dri bla yg terkait peg cuma tloe lihat tabel yg t lebih paling bwhdata swasta blm melibatkan peg kemenkeuyg namanya korupsi model ratitu bnyk main cash ,Negatif,"['noe', 'perbendaharaanliterasi', 'auditing', 'yakjdi', 'sri', 'mul', 'kentut', 'oh', 'bla', 'terkait', 'peg', 'tloe', 'lihat', 'tabel', 't', 'bwhdata', 'swasta', 'melibatkan', 'peg', 'kemenkeuyg', 'namanya', 'korupsi', 'model', 'ratitu', 'main', 'cash']","['noe', 'perbendaharaanliterasi', 'auditing', 'yakjdi', 'sri', 'mul', 'kentut', 'oh', 'bla', 'kait', 'peg', 'tloe', 'lihat', 'tabel', 't', 'bwhdata', 'swasta', 'libat', 'peg', 'kemenkeuyg', 'nama', 'korupsi', 'model', 'ratitu', 'main', 'cash']"
wecepe_be5, mungkin yang perlu diungkap apakah benar sedang terjadwal on duty namun meninggalkannya utk menyambut hbs jika benar maka suka nggak suka mesti disanksi sesuai ketentuan jika tidak terbukti maka angkasa pura telah berbuat dzalim,Positif,"['diungkap', 'terjadwal', 'on', 'duty', 'meninggalkannya', 'menyambut', 'hbs', 'suka', 'suka', 'mesti', 'disanksi', 'sesuai', 'ketentuan', 'terbukti', 'angkasa', 'pura', 'berbuat', 'dzalim']","['ungkap', 'jadwal', 'on', 'duty', 'tinggal', 'sambut', 'hbs', 'suka', 'suka', 'mesti', 'sanksi', 'sesuai', 'tentu', 'bukti', 'angkasa', 'pura', 'buat', 'dzalim']"
PartaiSocmed,berhubung sudah ada bantahan yg tidak nyambung dari bea cukai maupun kemenkeu maka pertanyaannya info siapa yg benar pak mahfud md dan arteria dahlan atau versi bea cukai dan kemenkeu dibawah ini kami kasih sedikit bocoran tapi sedikit saja karena sensitif,Positif,"['berhubung', 'bantahan', 'nyambung', 'bea', 'cukai', 'kemenkeu', 'pertanyaannya', 'informasi', 'mahfud', 'md', 'arteria', 'dahlan', 'versi', 'bea', 'cukai', 'kemenkeu', 'dibawah', 'kasih', 'bocoran', 'sensitif']","['hubung', 'bantah', 'nyambung', 'bea', 'cukai', 'kemenkeu', 'tanya', 'informasi', 'mahfud', 'md', 'arteria', 'dahlan', 'versi', 'bea', 'cukai', 'kemenkeu', 'bawah', 'kasih', 'bocor', 'sensitif']"
Sutrisn11901147, itu salah lagi kalo pak machfud nyebut orang kemenkeu harus nya menteri yg bersangkutan mengatakan bahwa data yang disuplai bawahan nya gak lengkap,Positif,"['salah', 'machfud', 'nyebut', 'orang', 'kemenkeu', 'nya', 'menteri', 'bersangkutan', 'data', 'disuplai', 'bawahan', 'nya', 'gak', 'lengkap']","['salah', 'machfud', 'nyebut', 'orang', 'kemenkeu', 'nya', 'menteri', 'sangkut', 'data', 'suplai', 'bawah', 'nya', 'gak', 'lengkap']"
Dewa15official, dibantu dong min dari segi digitalisasi nya mohon bapakibu minta solusinya,Positif,"['dibantu', 'min', 'segi', 'digitalisasi', 'nya', 'mohon', 'bapakibu', 'solusinya']","['bantu', 'min', 'segi', 'digitalisasi', 'nya', 'mohon', 'bapakibu', 'solusi']"
juyolibrium, pns gaji cuma juta dan ga semua kementrian adalah lahan basah kayak kemenkeu dgn skrg km gaji juta apakah siap blm lg di instansi pemerintah isinya boomer,Negatif,"['pns', 'gaji', 'juta', 'ga', 'kementrian', 'lahan', 'basah', 'kayak', 'kemenkeu', 'skrg', 'gaji', 'juta', 'instansi', 'pemerintah', 'isinya', 'boomer']","['pns', 'gaji', 'juta', 'ga', 'tri', 'lahan', 'basah', 'kayak', 'kemenkeu', 'skrg', 'gaji', 'juta', 'instansi', 'perintah', 'isi', 'boomer']"
ajegilelu1, malam pelaku anarkis pd kasus uang rp triliun ini justru pemerintah cq kemenkeu mereka seenaknya melanggar peraturan dengan menyalahgunakan jabatan untuk kepentingan pribadi kelompok rakyat cuma minta kekuasaan dijalankan dengan tertib sesuai peraturanundang²,Positif,"['malam', 'pelaku', 'anarkis', 'uang', 'rp', 'triliun', 'pemerintah', 'cq', 'kemenkeu', 'melanggar', 'peraturan', 'menyalahgunakan', 'jabatan', 'kepentingan', 'pribadi', 'kelompok', 'rakyat', 'kekuasaan', 'dijalankan', 'tertib', 'sesuai', 'peraturanundang²']","['malam', 'laku', 'anarkis', 'uang', 'rp', 'triliun', 'perintah', 'cq', 'kemenkeu', 'langgar', 'atur', 'menyalahgunakan', 'jabat', 'penting', 'pribadi', 'kelompok', 'rakyat', 'kuasa', 'jalan', 'tertib', 'sesuai', 'peraturanundang']"
nurrohimoffici2, ngepet di kemenkeu tu langsung t ,Negatif,"['ngepet', 'kemenkeu', 'tu', 'langsung', 't']","['ngepet', 'kemenkeu', 'tu', 'langsung', 't']"
evalez_fr, prastow bisa kayah karena bikin perusahaan konsultan pajak eh sekarang balik lagi ke kemenkeu jadi staf ahli aa ngga conflict of interest tuh,Negatif,"['prastow', 'kayah', 'bikin', 'perusahaan', 'konsultan', 'pajak', 'eh', 'kemenkeu', 'staf', 'ahli', 'aa', 'conflict', 'of', 'interest', 'tuh']","['prastow', 'kayah', 'bikin', 'usaha', 'konsultan', 'pajak', 'eh', 'kemenkeu', 'staf', 'ahli', 'aa', 'conflict', 'of', 'interest', 'tuh']"
AntiPekines,mari kita tunggu dan saksikanpolemik kemenkeu siapa yang akan mundur dalam gesekandpr atau mahfud atau kemenku atau ppatkyang jelas ini permainan kakap bukan hanya kalangan pejabat namun merembet ke eks pejabat,Positif,"['mari', 'tunggu', 'saksikanpolemik', 'kemenkeu', 'mundur', 'gesekandpr', 'mahfud', 'kemenku', 'ppatkyang', 'permainan', 'kakap', 'kalangan', 'pejabat', 'merembet', 'eks', 'pejabat']","['mari', 'tunggu', 'saksikanpolemik', 'kemenkeu', 'mundur', 'gesekandpr', 'mahfud', 'kemenku', 'ppatkyang', 'main', 'kakap', 'kalang', 'jabat', 'rembet', 'eks', 'jabat']"
adangsetiadana, bersihkan pejabat bermasalah di kemenkeu kemenkumham kepolisian departemen agama halah ini sih semuanya ,Positif,"['bersihkan', 'pejabat', 'bermasalah', 'kemenkeu', 'kemenkumham', 'kepolisian', 'departemen', 'agama', 'halah', 'sih']","['sih', 'jabat', 'masalah', 'kemenkeu', 'kemenkumham', 'polisi', 'departemen', 'agama', 'halah', 'sih']"
djwembut, bajingan semua keknya ya isinya kemenkeu,Negatif,"['bajingan', 'kayaknya', 'iya', 'isinya', 'kemenkeu']","['bajing', 'kayak', 'iya', 'isi', 'kemenkeu']"
malekatnakal, udah ada penjelasan dari kemenkeu,Positif,"['penjelasan', 'kemenkeu']","['jelas', 'kemenkeu']"
Risqimuslim, follow the money dia kelabakan dikasus kemenkeu,Positif,"['follow', 'the', 'money', 'kelabakan', 'dikasus', 'kemenkeu']","['follow', 'the', 'money', 'laba', 'kasus', 'kemenkeu']"
Teguhfirms1, cobe carek referensi yang berbobot sikit masalah transaksi kemenkeu nah sampai t wkwkkk,Negatif,"['cobe', 'carek', 'referensi', 'berbobot', 'sikit', 'transaksi', 'kemenkeu', 't', 'wkwkkk']","['cobe', 'carek', 'referensi', 'bobot', 'sikit', 'transaksi', 'kemenkeu', 't', 'wkwkkk']"
hairrssoe, memang tikusx nya ada di kemenkeu,Negatif,"['tikusx', 'nya', 'kemenkeu']","['tikusx', 'nya', 'kemenkeu']"
PartaiSocmed,tapi menjadi seolah rumit karena memang dibikin rumit sehingga publik tidak bisa melihat masalah yg sesungguhnya tercermin dari pernyataan pejabat bea cukai dan kemenkeu mengenai kasus impor emas ini,Positif,"['rumit', 'dibikin', 'rumit', 'publik', 'sesungguhnya', 'tercermin', 'pernyataan', 'pejabat', 'bea', 'cukai', 'kemenkeu', 'impor', 'emas']","['rumit', 'bikin', 'rumit', 'publik', 'sungguh', 'cermin', 'nyata', 'jabat', 'bea', 'cukai', 'kemenkeu', 'impor', 'emas']"
sulaimanariefst, anak anak pinter tahu aja karier paling cepat kaya di wakanda selain polisi asnnya pajak bea cukai kemenkeu dan hakim atau jaksa itu pilihan kalau pengen cepet kaya,Negatif,"['anak', 'anak', 'pinter', 'karier', 'cepat', 'kaya', 'wakanda', 'polisi', 'asnnya', 'pajak', 'bea', 'cukai', 'kemenkeu', 'hakim', 'jaksa', 'pilihan', 'pengen', 'cepat', 'kaya']","['anak', 'anak', 'pinter', 'karier', 'cepat', 'kaya', 'wakanda', 'polisi', 'asnnya', 'pajak', 'bea', 'cukai', 'kemenkeu', 'hakim', 'jaksa', 'pilih', 'ken', 'cepat', 'kaya']"
Johan64048206,kata prof yusril untuk macam lsm masalah tppu kemenkeu rp triliun,Negatif,"['prof', 'yusril', 'lsm', 'tppu', 'kemenkeu', 'rp', 'triliun']","['prof', 'yusril', 'lsm', 'tppu', 'kemenkeu', 'rp', 'triliun']"
MuhammadIlhamG, terus membaik vid peristiwa yg kamu alami jd benar membuka kotak pandora di kemenkeu,Positif,"['membaik', 'vid', 'peristiwa', 'alami', 'membuka', 'kotak', 'pandora', 'kemenkeu']","['baik', 'vid', 'peristiwa', 'alami', 'buka', 'kotak', 'pandora', 'kemenkeu']"
majikipe_dul777, goreng teroooossss sampe berita kasus mega korupsi di kemenkeu lenyap,Negatif,"['goreng', 'teroooossss', 'berita', 'mega', 'korupsi', 'kemenkeu', 'lenyap']","['goreng', 'teroooossss', 'berita', 'mega', 'korupsi', 'kemenkeu', 'lenyap']"
ARisnawan82,godaan jadi stafsus kemenkeu hari ini berat digampar kanankiri netizen,Negatif,"['godaan', 'stafsus', 'kemenkeu', 'berat', 'digampar', 'kanankiri', 'netizen']","['goda', 'stafsus', 'kemenkeu', 'berat', 'gampar', 'kanankiri', 'netizen']"
bachrum_achmadi,kemenkeu dihrpkan sbg ujung tombak selamatkan pndptan negara ehhmlh pejabat amp pegawainya marak pencucian uang amp gratifikasi bangke ga tuh ,Negatif,"['kemenkeu', 'dihrpkan', 'sbg', 'ujung', 'tombak', 'selamatkan', 'pndptan', 'negara', 'ehhmlh', 'pejabat', 'amp', 'pegawainya', 'marak', 'pencucian', 'uang', 'amp', 'gratifikasi', 'bangke', 'ga', 'tuh']","['kemenkeu', 'dihrpkan', 'sbg', 'ujung', 'tombak', 'selamat', 'pndptan', 'negara', 'ehhmlh', 'jabat', 'amp', 'pegawai', 'marak', 'cuci', 'uang', 'amp', 'gratifikasi', 'bangke', 'ga', 'tuh']"
KrisnaGuritno, semangkin jelas sebetulnya siapa yng radikal,Positif,"['semangkin', 'yng', 'radikal']","['semangkin', 'yng', 'radikal']"
LukmanH91748083, bongkar habis bobroknya kemenkeu mulai dari pemimpinnya yg tertinggi sampai para pegawainya yang terindikasi melakukan tppu srimulyanimundur,Positif,"['bongkar', 'habis', 'bobroknya', 'kemenkeu', 'pemimpinnya', 'tertinggi', 'pegawainya', 'terindikasi', 'tppu', 'srimulyanimundur']","['bongkar', 'habis', 'bobrok', 'kemenkeu', 'pimpin', 'tinggi', 'pegawai', 'indikasi', 'tppu', 'srimulyanimundur']"
1402_jd, kalau kemenkeu niat bersihkan bisa pasang cctv di tiap kantor bea cukai ingat kalau niat lho yaatilang aja sdh pakai cctv etle ,Positif,"['kemenkeu', 'niat', 'bersihkan', 'pasang', 'cctv', 'kantor', 'bea', 'cukai', 'niat', 'lho', 'yaatilang', 'sdh', 'pakai', 'cctv', 'etle']","['kemenkeu', 'niat', 'sih', 'pasang', 'cctv', 'kantor', 'bea', 'cukai', 'niat', 'lho', 'yaatilang', 'sdh', 'pakai', 'cctv', 'etle']"
bungridhoo, ayo lah masa sih selamanya mau di bilang negri lawak dgn system lawak,Negatif,"['ayo', 'sih', 'bilang', 'negri', 'lawak', 'system', 'lawak']","['ayo', 'sih', 'bilang', 'negri', 'lawak', 'system', 'lawak']"
wojiaolamph, mestinya gaji pns disamain ajalah tiap instansi soalnya kalo dinaikin pasti pns kemenkeu dan beacukai jg ikut naik padahal gaji mereka udah tinggi tp tdk menjamin tdk ada kkn,Positif,"['mestinya', 'gaji', 'pns', 'disamain', 'ajalah', 'instansi', 'dinaikin', 'pns', 'kemenkeu', 'beacukai', 'gaji', 'menjamin', 'kkn']","['mesti', 'gaji', 'pns', 'disamain', 'aja', 'instansi', 'dinaikin', 'pns', 'kemenkeu', 'beacukai', 'gaji', 'jamin', 'kkn']"
fanfanramenudon, haiiii denger ni yaaabang kasih tau yaa mumpung presiden ngasih harapanpilih jadi asn pajak dan bea cukai kemenkeuterbukti hidup mulia mati masuk surga,Negatif,"['haiiii', 'denger', 'yaaabang', 'kasih', 'yaa', 'selagi', 'presiden', 'harapanpilih', 'asn', 'pajak', 'bea', 'cukai', 'kemenkeuterbukti', 'hidup', 'mulia', 'mati', 'masuk', 'surga']","['haiiii', 'denger', 'yaaabang', 'kasih', 'yaa', 'selagi', 'presiden', 'harapanpilih', 'asn', 'pajak', 'bea', 'cukai', 'kemenkeuterbukti', 'hidup', 'mulia', 'mati', 'masuk', 'surga']"
Ugi7498, ayo bongkar semua biar kemenkeu bersih dari setan dan tersisa para malaikat negara,Negatif,"['ayo', 'bongkar', 'biar', 'kemenkeu', 'bersih', 'setan', 'tersisa', 'malaikat', 'negara']","['ayo', 'bongkar', 'biar', 'kemenkeu', 'bersih', 'setan', 'sisa', 'malaikat', 'negara']"
Nubiefl, kemenkeu ga masuk korpri anti korpri mereka wkwkw ga lvel dong sultan dg jelata dan umbies ,Negatif,"['kemenkeu', 'ga', 'masuk', 'korpri', 'anti', 'korpri', 'wkwkw', 'ga', 'lvel', 'sultan', 'dg', 'jelata', 'umbies']","['kemenkeu', 'ga', 'masuk', 'korpri', 'anti', 'korpri', 'wkwkw', 'ga', 'lvel', 'sultan', 'dg', 'jelata', 'umbies']"
satpambandara, boleh sombong kalo kemenkeu ,Negatif,"['sombong', 'kemenkeu']","['sombong', 'kemenkeu']"
Mharizd, mindset kemenkeu bukan sebagai pengelola tapi meraa sebagai penghasil pendapatan sehingga pegawainya layak dapat bonus,Negatif,"['mindset', 'kemenkeu', 'pengelola', 'meraa', 'penghasil', 'pendapatan', 'pegawainya', 'layak', 'bonus']","['mindset', 'kemenkeu', 'kelola', 'meraa', 'hasil', 'dapat', 'pegawai', 'layak', 'bonus']"
RevealJkt, itu lhah kenapa banyak yang ngejar privilege masuk kemenkeu ada privilege ada responsibilty sebagai satusatunya kementerian yang punya fungsi sebagai cfo dan coo kerjanya aja double dari kementerian lain apalagi ini urusan duit cake,Negatif,"['lhah', 'ngejar', 'privilege', 'masuk', 'kemenkeu', 'privilege', 'responsibilty', 'satusatunya', 'kementerian', 'fungsi', 'cfo', 'coo', 'kerjanya', 'double', 'kementerian', 'urusan', 'duit', 'cake']","['lhah', 'ngejar', 'privilege', 'masuk', 'kemenkeu', 'privilege', 'responsibilty', 'satusatunya', 'menteri', 'fungsi', 'cfo', 'coo', 'kerja', 'double', 'menteri', 'urus', 'duit', 'cake']"
LukmanH91748083, bongkar habis bobroknya kemenkeu mulai dari pemimpinnya yg tertinggi sampai para pegawai yg terindikasi melakukan tppu begitu juga dgn anggota dpr yang terkesan mau menutupi kebusukan di kemenkeu,Positif,"['bongkar', 'habis', 'bobroknya', 'kemenkeu', 'pemimpinnya', 'tertinggi', 'pegawai', 'terindikasi', 'tppu', 'anggota', 'dpr', 'terkesan', 'menutupi', 'kebusukan', 'kemenkeu']","['bongkar', 'habis', 'bobrok', 'kemenkeu', 'pimpin', 'tinggi', 'pegawai', 'indikasi', 'tppu', 'anggota', 'dpr', 'kes', 'tutup', 'busuk', 'kemenkeu']"
satpambandara, itu tanggung jawabmu kali wkwkw gua bayar pajak buat ngegaji elu untuk kerja kyk gitu dikritik dikit udh ngedumel wkwk ga ngaca dr temen kemenkeu mu yg tadi dan minggu lalu rewel di twitter ,Negatif,"['tanggung', 'jawabmu', 'kali', 'wkwkw', 'bayar', 'pajak', 'ngegaji', 'kerja', 'gitu', 'dikritik', 'dikit', 'udh', 'ngedumel', 'wkwk', 'ga', 'ngaca', 'dr', 'teman', 'kemenkeu', 'mu', 'minggu', 'rewel', 'twitter']","['tanggung', 'jawab', 'kali', 'wkwkw', 'bayar', 'pajak', 'ngegaji', 'kerja', 'gitu', 'kritik', 'dikit', 'udh', 'ngedumel', 'wkwk', 'ga', 'ngaca', 'dr', 'teman', 'kemenkeu', 'mu', 'minggu', 'rewel', 'twitter']"
sang_bango, ngejar target thr buruh kemenkeu,Negatif,"['ngejar', 'target', 'thr', 'buruh', 'kemenkeu']","['ngejar', 'target', 'thr', 'buruh', 'kemenkeu']"
Abrata73647759, seluruh anggota dprd iii dpr bila seperti ini pemerintahkemenkeu bayar gaji amp tunjangannya fasilitas lainnya bayar orang aj yaitu ketum aj,Negatif,"['anggota', 'dprd', 'iii', 'dpr', 'pemerintahkemenkeu', 'bayar', 'gaji', 'amp', 'tunjangannya', 'fasilitas', 'bayar', 'orang', 'ketum']","['anggota', 'dprd', 'iii', 'dpr', 'pemerintahkemenkeu', 'bayar', 'gaji', 'amp', 'tunjang', 'fasilitas', 'bayar', 'orang', 'tum']"
ownerradikal1, yessjangan lupa di kemenkeu juga katanya udah di susupi radikalisbaru² ini ketahuan kan,Negatif,"['yessjangan', 'lupa', 'kemenkeu', 'susupi', 'radikalisbaru²', 'ketahuan']","['yessjangan', 'lupa', 'kemenkeu', 'susup', 'radikalisbaru', 'tahu']"
dickyourss, morningcall bahas kasus pergerakan uang di kemenkeu ga mba,Positif,"['morningcall', 'bahas', 'pergerakan', 'uang', 'kemenkeu', 'ga', 'mbak']","['morningcall', 'bahas', 'gera', 'uang', 'kemenkeu', 'ga', 'mbak']"
bambangmulhadi, lanjutkan terus bantu prof mahfud mengungkap bobroknya karyawan kemenkeu,Positif,"['lanjutkan', 'bantu', 'prof', 'mahfud', 'mengungkap', 'bobroknya', 'karyawan', 'kemenkeu']","['lanjut', 'bantu', 'prof', 'mahfud', 'ungkap', 'bobrok', 'karyawan', 'kemenkeu']"
RevealJkt, yes tapi inget ada uang ada responsibilty pajak itu alat politik juga alat presiden terpilih untuk mewujudkan janji politiknya klo apbn gk ada duit presiden marahnya ke siapa ya ke kemenkeu lhah bukan ke kementerian lain makanya sama presiden dikasih privilege lain,Positif,"['yes', 'inget', 'uang', 'responsibilty', 'pajak', 'alat', 'politik', 'alat', 'presiden', 'terpilih', 'mewujudkan', 'janji', 'politiknya', 'apbn', 'gk', 'duit', 'presiden', 'marahnya', 'iya', 'kemenkeu', 'lhah', 'kementerian', 'presiden', 'dikasih', 'privilege']","['yes', 'inget', 'uang', 'responsibilty', 'pajak', 'alat', 'politik', 'alat', 'presiden', 'pilih', 'wujud', 'janji', 'politik', 'apbn', 'gk', 'duit', 'presiden', 'marah', 'iya', 'kemenkeu', 'lhah', 'menteri', 'presiden', 'kasih', 'privilege']"
bhoed, tukin pegawai kemenkeu kasih aja bu buat genapin tukin pns lain biar pegawai ibu mungkin udah ga butuh thr tapi kami masih sangat butuh bu jangan hanya dituntut menggerakkan pemerintahan tapi urusan hak kami dinomorduakan,Positif,"['tukin', 'pegawai', 'kemenkeu', 'kasih', 'bu', 'genapin', 'tukin', 'pns', 'biar', 'pegawai', 'ga', 'butuh', 'thr', 'butuh', 'bu', 'dituntut', 'menggerakkan', 'pemerintahan', 'urusan', 'hak', 'dinomorduakan']","['tukin', 'pegawai', 'kemenkeu', 'kasih', 'bu', 'genapin', 'tukin', 'pns', 'biar', 'pegawai', 'ga', 'butuh', 'thr', 'butuh', 'bu', 'tuntut', 'gerak', 'perintah', 'urus', 'hak', 'dinomorduakan']"
trioktorinda, ia lulusan stan tapi kerjanya dimana klu kerjanya di kemenkeu tetap aja lbh baik dari asn yg lain saya ga percaya cuma punya motor smash sangat ga percaya,Negatif,"['lulusan', 'stan', 'kerjanya', 'dimana', 'klu', 'kerjanya', 'kemenkeu', 'lbh', 'asn', 'ga', 'percaya', 'motor', 'smash', 'ga', 'percaya']","['lulus', 'stan', 'kerja', 'mana', 'klu', 'kerja', 'kemenkeu', 'lbh', 'asn', 'ga', 'percaya', 'motor', 'smash', 'ga', 'percaya']"
harisN0, org kemenkeu ya,Negatif,"['orang', 'kemenkeu', 'iya']","['orang', 'kemenkeu', 'iya']"
